MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
MONDO:0002651	anal Pagets disease	MONDO:0002652	anus adenocarcinoma
MONDO:0010595	Sertoli cell-only syndrome	MONDO:0018393	male infertility with azoospermia or oligozoospermia due to single gene mutation
MONDO:0014610	lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	MONDO:0016575	primary ciliary dyskinesia
MONDO:0002652	anus adenocarcinoma	MONDO:0003199	anal carcinoma
MONDO:0017884	papillary renal cell carcinoma	MONDO:0003008	hereditary renal cell carcinoma
MONDO:0007650	MALT lymphoma	MONDO:0017604|MONDO:0004949	marginal zone lymphoma|neoplasm of mature b-cells
MONDO:0008070	nemaline myopathy 3	MONDO:0015738|MONDO:0015736|MONDO:0015737|MONDO:0015735	childhood-onset nemaline myopathy|intermediate nemaline myopathy|Typical nemaline myopathy|severe congenital nemaline myopathy
MONDO:0016817	Meier-Gorlin syndrome	MONDO:0017950	microcephalic primordial dwarfism
MONDO:0006478	undifferentiated pancreatic carcinoma	MONDO:0005184	pancreatic ductal adenocarcinoma
MONDO:0020205	bulbar conjunctival dermoid or conjunctival dermolipoma	MONDO:0020204	conjunctival tumor
MONDO:0018897	primary cutaneous CD30+ T-cell lymphoproliferative disease	MONDO:0015816	indolent primary cutaneous T-cell lymphoma
MONDO:0016798	ataxia neuropathy spectrum	MONDO:0016797	multiple mitochondrial DNA deletion syndrome
MONDO:0020367	juvenile glaucoma	MONDO:0015485	primary glaucoma
MONDO:0020366	congenital glaucoma	MONDO:0015485	primary glaucoma
MONDO:0020244	unclassified primitive or secondary maculopathy	MONDO:0020242	genetic macular dystrophy
MONDO:0016796	mitochondrial DNA depletion syndrome, encephalomyopathic form	MONDO:0018158	mitochondrial DNA depletion syndrome
MONDO:0019541	non-infectious posterior uveitis	MONDO:0001280	choroiditis
MONDO:0020243	colobomatous and areolar dystrophy	MONDO:0020242	genetic macular dystrophy
MONDO:0020240	syndromic retinitis pigmentosa	MONDO:0019200	retinitis pigmentosa
MONDO:0020536	pigeon-breeder lung disease	MONDO:0020537	occupational allergic alveolitis
